# 100
0.000000000 0.0
0.049979169 0.0
0.099833417 0.0
0.149438132 0.0
0.198669331 0.0
0.247403959 0.0
0.295520207 0.0
0.342897807 0.0
0.389418342 0.0
0.434965534 0.0
0.479425539 0.0
0.522687229 0.0
0.564642473 0.0
0.605186406 0.0
0.644217687 0.0
0.681638760 0.0
0.717356091 0.0
0.751280405 0.0
0.783326910 0.0
0.813415505 0.0
0.841470985 0.0
0.867423226 0.0
0.891207360 0.0
0.912763940 0.0
0.932039086 0.0
0.948984619 0.0
0.963558185 0.0
0.975723358 0.0
0.985449730 0.0
0.992712991 0.0
0.997494987 0.0
0.999783764 0.0
0.999573603 0.0
0.996865028 0.0
0.991664810 0.0
0.983985947 0.0
0.973847631 0.0
0.961275203 0.0
0.946300088 0.0
0.928959715 0.0
0.909297427 0.0
0.887362369 0.0
0.863209367 0.0
0.836898791 0.0
0.808496404 0.0
0.778073197 0.0
0.745705212 0.0
0.711473353 0.0
0.675463181 0.0
0.637764702 0.0
0.598472144 0.0
0.557683717 0.0
0.515501372 0.0
0.472030541 0.0
0.427379880 0.0
0.381660992 0.0
0.334988150 0.0
0.287478012 0.0
0.239249329 0.0
0.190422647 0.0
0.141120008 0.0
0.091464642 0.0
0.041580662 0.0
-0.008407247 0.0
-0.058374143 0.0
-0.108195135 0.0
-0.157745694 0.0
-0.206901972 0.0
-0.255541102 0.0
-0.303541513 0.0
-0.350783228 0.0
-0.397148167 0.0
-0.442520443 0.0
-0.486786649 0.0
-0.529836141 0.0
-0.571561319 0.0
-0.611857891 0.0
-0.650625137 0.0
-0.687766159 0.0
-0.723188124 0.0
-0.756802495 0.0
-0.788525254 0.0
-0.818277111 0.0
-0.845983701 0.0
-0.871575772 0.0
-0.894989358 0.0
-0.916165937 0.0
-0.935052578 0.0
-0.951602074 0.0
-0.965773061 0.0
-0.977530118 0.0
-0.986843859 0.0
-0.993691004 0.0
-0.998054439 0.0
-0.999923258 0.0
-0.999292789 0.0
-0.996164609 0.0
-0.990546536 0.0
-0.982452613 0.0
-0.971903069 0.0
-0.958924275 0.0
